Kevin,Person,Date,Sport,Legs,#VALUE!,End,#VALUE!,#VALUE!,#VALUE!,Barstool Boost,#VALUE!,#VALUE!,#VALUE!,#VALUE!,Kevin,No,Barstool,Self,Help,Help,,Blank,Box Score,Help,Kevin
Kevin,Person,Date,Sport,Legs,Wager,End,Payout,Description,Notes,Boost,Before,After,To Win,To Profit,Influence,Live,Sportsbook,Venmo,Sponsor,Cash Back?,,,,,
320,Kevin,2/14/2022,NBA,2,$10.00,W,$13.00,2 leg NBA SGP (Portland Trail Blazers @ Milwaukee Bucks),"2 leg NBA SGP (Portland Trail Blazers @ Milwaukee Bucks). Josh Hart - Over 14.5 Total Points, Josh Hart - Over 5.5 Rebounds. Combined +130, no boost",,130,130,$23.00,$13.00,Kevin,No,DK,Self,,,,,,$13.00,
321,Kevin,2/14/2022,NHL,3,$134.51,L,-$134.51,"MIN WILD, TOR MAPLE LEAFS, AND WPG JETS ALL TO WIN","Bet With Mr. Ice - Back Mr. Ice: Yes - MIN WILD, TOR MAPLE LEAFS, AND WPG JETS ALL TO WIN (BOOSTED FROM +225) (2/14)",Barstool Boost,225,275,$504.41,$369.90,Kevin,No,Barstool,Self,,,,,,-$134.51,
322,Kevin,2/14/2022,NHL,3,$68.50,W,$109.60,"PATRICK KANE, AUSTON MATTHEWS, AND CONNOR MCDAVID ALL TO RECORD A POINT ON 2/14","NHL Boosts - PATRICK KANE, AUSTON MATTHEWS, AND CONNOR MCDAVID ALL TO RECORD A POINT ON 2/14 (WAS +120)",Barstool Boost,120,160,$178.10,$109.60,Kevin,No,Barstool,Self,,,,,,$109.60,
323,Kevin,2/14/2022,NCAAB,3,$69.84,W,$118.73,"KANSAS, DAYTON, AND CREIGHTON ALL TO WIN","NCAAB Boosts - KANSAS, DAYTON, AND CREIGHTON ALL TO WIN (WAS +140) (2/14)",Barstool Boost,140,170,$188.57,$118.73,Kevin,No,Barstool,Self,,,,,,$118.73,
324,Kevin,2/14/2022,NHL,3,$134.72,L,-$134.72,"KIRILL KAPRIZOV, WILLIAM NYLANDER, AND KYLE CONNOR ALL TO RECORD A POINT ON 2/14","SPITTIN' CHICLETS X BARSTOOL SPORTSBOOK - Back Chiclets: Yes - KIRILL KAPRIZOV, WILLIAM NYLANDER, AND KYLE CONNOR ALL TO RECORD A POINT ON 2/14 (BOOSTED FROM +145)",Barstool Boost,145,200,$404.16,$269.44,Kevin,No,Barstool,Self,,,,,,-$134.72,
325,Kevin,2/14/2022,NBA,2,$135.10,L,-$135.10,DEJOUNTE MURRAY AND DEMAR DEROZAN EACH TO SCORE 25+ POINTS IN SA SPURS VS. CHI BULLS,The GPS - Back Marty: Yes - DEJOUNTE MURRAY AND DEMAR DEROZAN EACH TO SCORE 25+ POINTS IN SA SPURS VS. CHI BULLS (BOOSTED FROM +200) (2/14),Barstool Boost,200,240,$459.34,$324.24,Kevin,No,Barstool,Self,,,,,,-$135.10,
326,,,,,,,,,,,,,,,,,,,,,,,,,
327,Kevin,2/15/2022,NBA,1,$50.00,L,-$50.00,B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of 76ers v Celtics (2/15),B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of 76ers v Celtics (2/15),FD Boost,-105,120,$110.00,$60.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
328,Kevin,2/15/2022,NBA,1,$50.00,L,-$50.00,B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Suns v Clippers (2/15),B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Suns v Clippers (2/15),FD Boost,100,130,$115.00,$65.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
329,Kevin,2/15/2022,NHL,2,$50.00,W,$110.00,PMI Super Boost - Sidney Crosby to Score 1+ Goals v Flyers (2/15),PMI Super Boost - Sidney Crosby to Score 1+ Goals v Flyers (2/15),FD Boost,140,220,$160.00,$110.00,Kevin,No,Fan Duel,Self,,,,,,$110.00,
330,Kevin,2/15/2022,NHL,3,$50.00,L,-$50.00,"Islanders, Penguins & Lightning All to Win (2/15)","Islanders, Penguins & Lightning All to Win (2/15)",FD Boost,160,220,$160.00,$110.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
331,Kevin,2/15/2022,NBA,1,$100.52,L,-$100.52,Jayson Tatum & Joel Embiid to combine for 60+ points (2/15),All-Star Starters: Jayson Tatum & Joel Embiid to combine for 60+ points (2/15),DK Boost,120,140,$241.24,$140.72,Kevin,No,DK,Self,,,,,,-$100.52,
332,Kevin,2/15/2022,NBA,1,$100.29,W,$135.39,Chris Paul and Devin Booker to combine for 60+ points and assists (2/15),On Fire: Chris Paul and Devin Booker to combine for 60+ points and assists (2/15),DK Boost,115,135,$235.68,$135.39,Kevin,No,DK,Self,,,,,,$135.39,
333,Kevin,2/15/2022,Golf,3,$69.40,W,$104.10,"JUSTIN THOMAS, COLLIN MORIKAWA, AND SCOTTIE SCHEFFLER ALL TO MAKE THE CUT AT THE 2022 GENESIS INVITATIONAL","Golf Boosts - JUSTIN THOMAS, COLLIN MORIKAWA, AND SCOTTIE SCHEFFLER ALL TO MAKE THE CUT AT THE 2022 GENESIS INVITATIONAL (WAS +110)",Barstool Boost,110,150,$173.50,$104.10,Kevin,No,Barstool,Self,,,,,,$104.10,
334,Kevin,2/15/2022,NBA,1,$210.00,W,$201.60,Los Angeles Lakers - NO - To Make 2022 NBA Playoffs,Los Angeles Lakers - NO - To Make 2022 NBA Playoffs,None,-105,-105,$411.60,$201.60,Kevin,No,Barstool,Self,,,,,,-$210.00,
335,Kevin,2/15/2022,NBA,2,$133.98,L,-$133.98,JOEL EMBIID AND JAYSON TATUM EACH TO SCORE 25+ POINTS IN BOS CELTICS VS. PHI 76ERS,The GPS - Back Marty: Yes - JOEL EMBIID AND JAYSON TATUM EACH TO SCORE 25+ POINTS IN BOS CELTICS VS. PHI 76ERS (BOOSTED FROM +100) (2/15),Barstool Boost,100,125,$301.46,$167.48,Kevin,No,Barstool,Self,,,,,,-$133.98,
336,Kevin,2/15/2022,Soccer,4,$67.89,L,-$67.89,"2+ GOALS IN EACH MATCH: PSG VS. REAL MADRID, SPORTING LISBON VS. MAN CITY, INTER MILAN VS. LIVERPOOL, AND RB SALZBURG VS. BAYERN MUNICH","Champions League Boosts - 2+ GOALS IN EACH MATCH: PSG VS. REAL MADRID, SPORTING LISBON VS. MAN CITY, INTER MILAN VS. LIVERPOOL, AND RB SALZBURG VS. BAYERN MUNICH (WAS -115) (2/15-16)",Barstool Boost,-115,120,$149.36,$81.47,Kevin,No,Barstool,Self,,,,,,-$67.89,
337,Kevin,2/15/2022,NHL,2,$133.98,W,$334.95,SIDNEY CROSBY TO SCORE A GOAL AND PIT PENGUINS TO WIN VS. PHI FLYERS,SPITTIN' CHICLETS X BARSTOOL SPORTSBOOK - Back Chiclets: Yes - 500 FOR 87: SIDNEY CROSBY TO SCORE A GOAL AND PIT PENGUINS TO WIN VS. PHI FLYERS (BOOSTED FROM +187) (2/15),Barstool Boost,187,250,$468.93,$334.95,Kevin,No,Barstool,Self,,,,,,$334.95,
338,,,,,,,,,,,,,,,,,,,,,,,,,
339,Kevin,2/16/2022,NHL,2,$50.00,L,-$50.00,Jack Eichel and Mikko Rantanen to Each Record 1+ Points (2/16),Jack Eichel and Mikko Rantanen to Each Record 1+ Points (2/16),FD Boost,120,150,$125.00,$75.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
340,Kevin,2/16/2022,NCAAB,2,$50.00,W,$70.00,"Auburn to Win and Over 143.5 Total Points Scored (2/16, vs Vanderbilt)","Auburn to Win and Over 143.5 Total Points Scored (2/16, vs Vanderbilt)",FD Boost,100,140,$120.00,$70.00,Kevin,No,Fan Duel,Self,,,,,,$70.00,
341,Kevin,2/16/2022,NBA,1,$25.00,L,-$25.00,Utah Jazz ML (Utah Jazz @ Los Angeles Lakers),Utah Jazz ML (Utah Jazz @ Los Angeles Lakers),Boost-AnyBet-NBA,-190,105,$51.31,$26.31,Kevin,No,DK,Self,,,,,,-$25.00,
342,Kevin,2/16/2022,NBA,3,$50.00,L,-$50.00,3 leg NBA SGP (Utah Jazz @ Los Angeles Lakers),"3 leg NBA SGP (Utah Jazz @ Los Angeles Lakers). Utah Jazz ML, Donovan Mitchell - Over 25.5 Total Points, Los Angeles Lakers +14.5. Combined +310, boosted to +387",Boost-SGP-NBA,310,387,$243.75,$193.75,Kevin,No,DK,Self,,,,,,-$50.00,
343,Kevin,2/16/2022,NBA,2,$361.00,L,-$361.00,2 leg NBA parlay,"2 leg NBA parlay. Utah Jazz ML (Utah Jazz @ Los Angeles Lakers), Golden State Warriors ML (Denver Nuggets @ Golden State Warriors)",None,-833,-833,$406.67,$45.67,Kevin,Yes,DK,Self,,,,,,-$361.00,
344,Kevin,2/16/2022,NBA,2,$136.14,W,$176.98,DEMAR DEROZAN TO SCORE 30+ POINTS AND CHI BULLS TO WIN VS. SAC KINGS,Bet With Barstool Chicago - Back Barstool Chicago: Yes - DEMAR DEROZAN TO SCORE 30+ POINTS AND CHI BULLS TO WIN VS. SAC KINGS (BOOSTED FROM +105) (2/16),Barstool Boost,105,130,$313.12,$176.98,Kevin,No,Barstool,Self,,,,,,$176.98,
345,Kevin,2/16/2022,NBA,1,$50.00,L,-$50.00,Over 26.5 - TOTAL THREE-POINTERS MADE IN UTA JAZZ VS. LA LAKERS (2/16),"Bet With Kayce: On Wednesdays, We Bet Overs - Over 26.5 - TOTAL THREE-POINTERS MADE IN GS WARRIORS VS. UTA JAZZ (2/9)",Barstool Promo,-110,-110,$95.50,$45.50,Kevin,No,Barstool,Self,,,,,,-$50.00,
346,Kevin,2/16/2022,NBA,2,$134.57,W,$390.25,NIKOLA JOKIĆ AND STEPH CURRY EACH TO SCORE 25+ POINTS IN DEN NUGGETS VS. GS WARRIORS,The GPS - Back Marty: Yes - NIKOLA JOKIĆ AND STEPH CURRY EACH TO SCORE 25+ POINTS IN DEN NUGGETS VS. GS WARRIORS (BOOSTED FROM +215) (2/16),Barstool Boost,215,290,$524.82,$390.25,Kevin,No,Barstool,Self,,,,,,$390.25,
347,Kevin,2/16/2022,NCAAB,3,$70.90,L,-$70.90,"ALABAMA, NOTRE DAME, AND NORTH CAROLINA ALL TO WIN","NCAAB Boosts - ALABAMA, NOTRE DAME, AND NORTH CAROLINA ALL TO WIN (WAS -130) (2/16)",Barstool Boost,-130,-105,$138.96,$68.06,Kevin,No,Barstool,Self,,,,,,-$70.90,
348,Kevin,2/16/2022,NHL,2,$134.84,L,-$134.84,JACK EICHEL TO RECORD A POINT AND VGS GOLDEN KNIGHTS TO WIN VS. COL AVALANCHE,SPITTIN' CHICLETS X BARSTOOL SPORTSBOOK - Back Chiclets: Yes - JACK EICHEL TO RECORD A POINT AND VGS GOLDEN KNIGHTS TO WIN VS. COL AVALANCHE (BOOSTED FROM +140) (2/16),Barstool Boost,140,175,$370.81,$235.97,Kevin,No,Barstool,Self,,,,,,-$134.84,
349,,,,,,,,,,,,,,,,,,,,,,,,,
350,Kevin,2/17/2022,NBA,1,$50.00,W,$80.00,Luka Doncic and LaMelo Ball to Score 55+ Combined Points (2/17),Luka Doncic and LaMelo Ball to Score 55+ Combined Points (2/17),FD Boost,120,160,$130.00,$80.00,Kevin,No,Fan Duel,Self,,,,,,$80.00,
351,Kevin,2/17/2022,NBA,1,$50.00,L,-$50.00,B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Bucks v 76ers (2/17),B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Bucks v 76ers (2/17),FD Boost,-110,120,$110.00,$60.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
352,Kevin,2/17/2022,NBA,1,$272.50,W,$247.73,Dallas Mavericks -2.5 (Dallas Mavericks @ New Orleans Pelicans),Dallas Mavericks -2.5 (Dallas Mavericks @ New Orleans Pelicans),None,-110,-110,$520.23,$247.73,MarkInPhilly,No,Fan Duel,Self,,,,,,$247.73,
353,Kevin,2/17/2022,NBA,3,$10.00,L,-$10.00,"3 leg NBA SGP (Philadelphia 76ers @ Milwaukee Bucks). Milwaukee Bucks ML -280, Giannis Antetokounmpo - First FG Scorer +550, Over 207.5 Total Points -670. Combined +841, no boost","3 leg NBA SGP (Philadelphia 76ers @ Milwaukee Bucks). Milwaukee Bucks ML -280, Giannis Antetokounmpo - First FG Scorer +550, Over 207.5 Total Points -670. Combined +841, no boost",None,841,841,$94.14,$84.14,Kevin,No,Fan Duel,Self,,,,,,-$10.00,
354,Kevin,2/17/2022,NBA,1,$100.90,W,$105.94,Joel Embiid to record 45+ combined points & rebounds (2/17),On a Mission: Joel Embiid to record 45+ combined points & rebounds (2/17),DK Boost,-105,105,$206.84,$105.94,Kevin,No,DK,Self,,,,,,$105.94,
355,Kevin,2/17/2022,NBA,1,$100.52,W,$100.52,Bam Adebayo & LaMelo Ball to combine for 70+ points/rebounds/assists (2/17),Viva La Bam: Bam Adebayo & LaMelo Ball to combine for 70+ points/rebounds/assists (2/17),DK Boost,-110,100,$201.04,$100.52,Kevin,No,DK,Self,,,"End of Quarter 2: LaMelo Ball 10 points, 3 rebounds, 6 assists; Bam Adebayo 9 points, 3 rebounds, 2 assists; Combined 33 at halftime",,,$100.52,
356,Kevin,2/17/2022,NBA,3,$50.00,W,$112.50,3 leg NBA SGP (Dallas Mavericks @ New Orleans Pelicans),"3 leg NBA SGP (Dallas Mavericks @ New Orleans Pelicans). Dallas Mavericks -2.5, Devonte Graham - 1+ 3PM, Dorian Finney-Smith - 1+ 3PM. Combined +150, boosted to +225.",Boost-SGP-NBA,150,225,$162.50,$112.50,Kevin,No,DK,Self,,,,,,$112.50,
357,Kevin,2/17/2022,NHL,5,$134.56,W,$322.94,"5+ GOALS IN ALL 5 GAMES (INCLUDING OT AND SHOOTOUT): PIT PENGUINS VS. TOR MAPLE LEAFS, WAS CAPITALS VS. PHI FLYERS, DET RED WINGS VS. NY RANGERS, CBJ BLUE JACKETS VS. CHI BLACKHAWKS, AND ANA DUCKS VS. EDM OILERS","Spittin' Chiclets 5 for 5 - Back Chiclets: Yes - 5+ GOALS IN ALL 5 GAMES (INCLUDING OT AND SHOOTOUT): PIT PENGUINS VS. TOR MAPLE LEAFS, WAS CAPITALS VS. PHI FLYERS, DET RED WINGS VS. NY RANGERS, CBJ BLUE JACKETS VS. CHI BLACKHAWKS, AND ANA DUCKS VS. EDM OILERS (BOOSTED FROM +180) (2/17)",Barstool Boost,180,240,$457.50,$322.94,Kevin,No,Barstool,Self,,,,,,$322.94,
358,Kevin,2/17/2022,NHL,2,$136.46,L,-$136.46,REVENGE GAME: SETH JONES TO RECORD A POINT AND CHI BLACKHAWKS TO WIN VS. CBJ BLUE JACKETS,Bet With Barstool Chicago - Back Chief: Yes - REVENGE GAME: SETH JONES TO RECORD A POINT AND CHI BLACKHAWKS TO WIN VS. CBJ BLUE JACKETS (BOOSTED FROM +140) (2/17),Barstool Boost,140,170,$368.44,$231.98,Kevin,No,Barstool,Self,,,,,,-$136.46,
359,Kevin,2/17/2022,NBA,1,$250.00,W,$225.00,Dallas Mavericks -2.5 (Dallas Mavericks @ New Orleans Pelicans),Dallas Mavericks -2.5 (Dallas Mavericks @ New Orleans Pelicans),None,-112,-112,$475.00,$225.00,Kevin,No,Barstool,Self,,,,,,$225.00,
360,,,,,,,,,,,,,,,,,,,,,,,,,
361,Kevin,2/18/2022,NHL,4,$50.00,L,-$50.00,NHL Happy Hour Boost - 1+ First Period Goals Scored in Each Game on 2/18 (4 Scheduled Games),NHL Happy Hour Boost - 1+ First Period Goals Scored in Each Game on 2/18 (4 Scheduled Games),FD Boost,-110,150,$125.00,$75.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
362,Kevin,2/18/2022,Soccer,3,$50.00,L,-$50.00,"Liverpool, Man City & Chelsea All to Win (2/19)","Liverpool, Man City & Chelsea All to Win (2/19)",FD Boost,130,200,$150.00,$100.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
363,Kevin,2/18/2022,NCAAB,1,$100.00,W,$100.00,Over 141.5 Total Points (Butler @ St. John's),Over 141.5 Total Points (Butler @ St. John's),None,100,100,$200.00,$100.00,Kevin,No,DK,Self,,,,,,$100.00,
364,Kevin,2/18/2022,NHL,1,$100.76,W,$201.52,8+ Total Goals in Panthers vs Wild (2/18),Wild N Out: 8+ Total Goals in Panthers vs Wild (2/18),DK Boost,165,200,$302.28,$201.52,Mr. Ice,No,DK,Self,,,Technically Mr. Ice,,,$201.52,
365,Kevin,2/18/2022,NHL,2,$69.12,L,-$69.12,ALEKSANDER BARKOV AND KIRILL KAPRIZOV EACH TO RECORD A POINT IN FLA PANTHERS VS. MIN WILD,NHL Boosts - ALEKSANDER BARKOV AND KIRILL KAPRIZOV EACH TO RECORD A POINT IN FLA PANTHERS VS. MIN WILD (WAS -110) (2/18),Barstool Boost,-110,125,$155.52,$86.40,Mr. Ice,No,Barstool,Self,,,Technically Mr. Ice,,,-$69.12,
366,Kevin,2/18/2022,NHL,1,$200.00,W,$152.00,Over 6.5 Total Goals (Florida Panthers @ Minnesota Wild),Over 6.5 Total Goals (Florida Panthers @ Minnesota Wild),None,-132,-132,$352.00,$152.00,Mr. Ice,No,Barstool,Self,,,,,,$152.00,
367,,,,,,,,,,,,,,,,,,,,,,,,,
368,Kevin,2/19/2022,NHL,1,$50.00,L,-$50.00,"Auston Matthews to Score 1+ Goals & Toronto to Win (v St. Louis, 2/19)","Auston Matthews to Score 1+ Goals & Toronto to Win (v St. Louis, 2/19)",FD Boost,150,200,$150.00,$100.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
369,Kevin,2/19/2022,UFC,1,$100.55,W,$100.55,Sweet Dreams: Jamahal Hill to win by KO/TKO/DQ (2/19),Sweet Dreams: Jamahal Hill to win by KO/TKO/DQ (2/19),DK Boost,-135,100,$201.10,$100.55,Kevin,No,DK,Self,,,,,,$100.55,
370,Kevin,2/19/2022,NHL,1,$120.00,L,-$120.00,Over 6 Total Goals (Seattle Kraken @ Calgary Flames),Over 6 Total Goals (Seattle Kraken @ Calgary Flames),Barstool Boost,-120,-120,$220.80,$100.80,Kevin,No,Barstool,Self,,,,,,-$120.00,
371,Kevin,2/19/2022,NCAAB,1,$100.00,W,$92.00,Kansas State +5.0 (Kansas State @ Oklahoma State),Kansas State +5.0 (Kansas State @ Oklahoma State),Barstool Boost,-109,-109,$192.00,$92.00,Kevin,No,Barstool,Self,,,,,,$92.00,
372,Kevin,2/19/2022,NCAAB,2,$133.93,L,-$133.93,"XAVIER (VS. UCONN), TEXAS TECH (VS. TEXAS), AND KANSAS STATE (VS. OKLAHOMA STATE) ALL TO WIN","Money Shots Parlay - Back Kelly and Megan: Yes - XAVIER (VS. UCONN), TEXAS TECH (VS. TEXAS), AND KANSAS STATE (VS. OKLAHOMA STATE) ALL TO WIN (BOOSTED FROM +2500) (2/19)",Barstool Boost,2500,2750,"$3,817.01","$3,683.08",Kevin,No,Barstool,Self,,,,,,-$133.93,
373,Kevin,2/19/2022,Other,1,$100.00,L,-$100.00,Sweden - REGULAR TIME LINE (3-WAY) (Sweden - Slovakia),Sweden - REGULAR TIME LINE (3-WAY) (Sweden - Slovakia),Barstool Boost,-155,-155,$165.00,$65.00,Kevin,No,Barstool,Self,,50?,,,,-$100.00,
374,Kevin,2/19/2022,Soccer,3,$67.47,L,-$67.47,"PSG, REAL MADRID, AND AC MILAN ALL TO WIN","Soccer Boosts - PSG, REAL MADRID, AND AC MILAN ALL TO WIN (WAS +130) (2/19)",Barstool Boost,130,175,$185.54,$118.07,Kevin,No,Barstool,Self,,,,,,-$67.47,
375,Kevin,2/19/2022,Soccer,1,$10.00,L,-$10.00,Mohamed Salah - FIRST GOAL SCORER (Liverpool - Norwich City),Mohamed Salah - FIRST GOAL SCORER (Liverpool - Norwich City),Barstool Boost,250,250,$35.00,$25.00,Kevin,No,Barstool,Self,,10?,,,,-$10.00,
376,Kevin,2/19/2022,NHL,1,$120.00,L,-$120.00,Over 6 Total Goals (Seattle Kraken @ Calgary Flames),Over 6 Total Goals (Seattle Kraken @ Calgary Flames),Barstool Boost,-120,-120,$220.80,$100.80,Kevin,No,Barstool,Self,,,,,,-$120.00,
377,Kevin,2/19/2022,NHL,1,$120.00,L,-$120.00,Over 6 Total Goals (Seattle Kraken @ Calgary Flames),Over 6 Total Goals (Seattle Kraken @ Calgary Flames),Barstool Boost,-120,-120,$220.80,$100.80,Kevin,No,Barstool,Self,,,,,,-$120.00,
378,Kevin,2/19/2022,NBA,1,$134.22,L,-$134.22,ZACH LAVINE TO WIN THE 2022 NBA ALL-STAR 3-POINT CONTEST,Bet With Barstool Chicago - Back Barstool Chicago: Yes - ZACH LAVINE TO WIN THE 2022 NBA ALL-STAR 3-POINT CONTEST (BOOSTED FROM +750) (2/19),Barstool Boost,750,900,"$1,342.20","$1,207.98",Kevin,No,Barstool,Self,,,,,,-$134.22,
379,Kevin,2/19/2022,NHL,3,$136.24,L,-$136.24,"AUSTON MATTHEWS, DAVID PASTRŇÁK, AND TREVOR ZEGRAS ALL TO RECORD A POINT ON 2/19","SPITTIN' CHICLETS X BARSTOOL SPORTSBOOK - Back Chiclets: Yes - AUSTON MATTHEWS, DAVID PASTRŇÁK, AND TREVOR ZEGRAS ALL TO RECORD A POINT ON 2/19 (BOOSTED FROM +225)",Barstool Boost,300,300,$544.96,$408.72,Kevin,No,Barstool,Self,,,,,,-$136.24,
380,Kevin,2/19/2022,NCAAB,3,$110.00,L,-$110.00,West Virginia +5 (Kansas @ West Virginia),West Virginia +5.0 (Kansas @ West VirginiaLIVE),Barstool Boost,-109,-109,$211.20,$101.20,Dave Portnoy,No,Barstool,Self,,,,,,-$110.00,
381,Kevin,2/19/2022,NHL,1,$200.00,L,-$200.00,Over 5.5 Total Goals (Seattle Kraken @ Calgary Flames),Over 5.5 Total Goals (Seattle Kraken @ Calgary Flames),None,155,155,$510.00,$310.00,Panic Press,Yes,Fan Duel,Self,,,9:54 left in 2nd,,,-$200.00,
382,Kevin,2/19/2022,NHL,1,$250.00,L,-$250.00,Over 5.5 Total Goals (Seattle Kraken @ Calgary Flames),Over 5.5 Total Goals (Seattle Kraken @ Calgary Flames),None,132,132,$580.00,$330.00,Panic Press,Yes,Fan Duel,Self,,,10:50 left in 2nd,,,-$250.00,
383,Kevin,2/19/2022,NHL,1,$250.00,L,-$250.00,Over 5.5 Total Goals (Seattle Kraken @ Calgary Flames),Over 5.5 Total Goals (Seattle Kraken @ Calgary Flames),None,140,140,$600.00,$350.00,Panic Press,Yes,Fan Duel,Self,,,10:35 left in 2nd,,,-$350.00,
384,,,,,,,,,,,,,,,,,,,,,,,,,
385,Kevin,2/20/2022,NBA,1,$250.00,W,$312.50,Team Durant +6 (Team Durant vs Team LeBron),Team Durant +6 (Team Durant vs Team LeBron),VIPBoost-NBA-AnyBet,100,125,$562.50,$312.50,Kevin,No,DK,Self,,,,,,$312.50,
386,Kevin,2/20/2022,NCAAB,1,$50.00,W,$54.54,Over 129.5 Total Points (Providence @ Butler),Over 129.5 Total Points (Providence @ Butler),Boost-AnyBet-NCAAB,-110,109,$104.54,$54.54,MarkInPhilly,No,DK,Self,,,,,,$54.54,
387,Kevin,2/20/2022,NCAAB,1,$50.00,W,$58.33,Over 123.5 Total Points (Providence @ Butler),Over 123.5 Total Points (Providence @ Butler),Boost-AnyBet-NCAAB,-120,116,$108.33,$58.33,MarkInPhilly,Yes,DK,Self,,,,,,$58.33,
388,Kevin,2/20/2022,NCAAB,1,$426.00,W,$355.00,Over 121.5 Total Points (Providence @ Butler),Over 121.5 Total Points (Providence @ Butler),None,-120,-120,$781.00,$355.00,Panic Press,Yes,DK,Self,,,,,,$355.00,
389,Kevin,2/20/2022,NBA,1,$50.00,W,$150.00,"LeBron, Giannis, Embiid, Curry to Combine for 100+ Points (2/20)","LeBron, Giannis, Embiid, Curry to Combine for 100+ Points (2/20)",FD Boost,200,300,$200.00,$150.00,Kevin,No,Fan Duel,Self,,,,,,$150.00,
390,Kevin,2/20/2022,NBA,1,$50.00,L,-$50.00,Ja Morant to Score 25+ Points in the All Star Game (2/20),Ja Morant to Score 25+ Points in the All Star Game (2/20),FD Boost,200,280,$190.00,$140.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
391,Kevin,2/20/2022,NBA,1,$50.00,L,-$50.00,Jayson Tatum - 2022 NBA All Star Game MVP,Jayson Tatum - 2022 NBA All Star Game MVP,None,2300,2300,"$1,200.00","$1,150.00",Kevin,No,Fan Duel,Self,,,,,,-$50.00,
392,Kevin,2/20/2022,NCAAB,1,$563.00,W,$529.22,Over 129 Total Points (Providence @ Butler),Over 129 Total Points (Providence @ Butler),None,-107,-107,"$1,092.22",$529.22,MarkInPhilly,No,Barstool,Self,,,,,,$529.22,
393,Kevin,2/20/2022,NHL,2,$135.23,L,-$135.23,CONNOR MCDAVID TO RECORD 2+ POINTS AND EDM OILERS TO WIN VS. MIN WILD,SPITTIN' CHICLETS X BARSTOOL SPORTSBOOK - Back Chiclets: Yes - CONNOR MCDAVID TO RECORD 2+ POINTS AND EDM OILERS TO WIN VS. MIN WILD (BOOSTED FROM +195) (2/20),Barstool Boost,195,225,$439.50,$304.27,Kevin,No,Barstool,Self,,,,,,-$135.23,
394,Kevin,2/20/2022,NHL,1,$400.00,W,$348.00,Over 6.5 Total Goals (Buffalo @ Columbus Blue Jackets),Over 6.5 Total Goals (Buffalo @ Columbus Blue Jackets),None,-115,-115,$748.00,$348.00,Mr. Ice,No,Barstool,Self,,,,,,$348.00,
395,Kevin,2/20/2022,NBA,2,$135.42,L,-$135.42,TEAM DURANT +6.5 VS. TEAM LEBRON AND OVER 323.5 TOTAL POINTS,Bet With Steven Cheah - Back Steven Cheah: Yes - TEAM DURANT +6.5 VS. TEAM LEBRON AND OVER 323.5 TOTAL POINTS (BOOSTED FROM +225) (2/20),Barstool Boost,225,275,$507.83,$372.41,Kevin,No,Barstool,Self,,,,,,-$135.42,
396,,,,,,,,,,,,,,,,,,,,,,,,,
397,Kevin,2/21/2022,NHL,3,$50.00,L,-$50.00,"Hurricanes, Flames & Maple Leafs All to Win (2/21)","Hurricanes, Flames & Maple Leafs All to Win (2/21)",FD Boost,170,240,$170.00,$120.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
398,Kevin,2/21/2022,NCAAB,3,$50.00,W,$170.00,"Maryland, Ohio State & Baylor All to Win (2/21)","CBB Odds Boost - Maryland, Ohio State & Baylor All to Win (2/21)",FD Boost,240,340,$220.00,$170.00,Kevin,No,Fan Duel,Self,,,,,,$170.00,
399,Kevin,2/21/2022,NHL,1,$102.96,L,-$102.96,3+ goals scored in the 1st Period of TOR/MTL (2/21),Hockey Night in Canada: 3+ goals scored in the 1st Period of TOR/MTL (2/21),DK Boost,260,330,$442.72,$339.76,Kevin,No,DK,Self,,,,,,-$102.96,
